Age,Monthly_Income,Years_at_Company,Gender,Department,Job_Role,Distance_From_Home,Job_Satisfaction,Work_Life_Balance,Years_Since_Last_Promotion,Overtime,Attrition
22,7774,3,Male,Finance,Executive,33,1,1,6,Yes,Yes
49,17069,10,Male,Sales,Manager,1,3,4,2,No,No
27,5808,1,Female,Finance,Sales Rep,30,1,1,9,Yes,Yes
27,4935,1,Male,Finance,Executive,36,1,1,8,Yes,Yes
29,7424,1,Male,Finance,Analyst,48,1,1,8,Yes,Yes
34,8711,10,Male,Sales,Manager,4,4,3,2,No,No
30,13489,22,Female,Finance,Analyst,6,4,3,1,No,No
27,13821,4,Male,R&D,Analyst,6,3,4,1,No,No
23,6876,1,Male,Sales,Executive,31,1,1,5,Yes,Yes
52,13872,18,Female,Sales,Engineer,13,4,3,1,No,No
20,5288,3,Male,Sales,Executive,44,1,1,6,Yes,Yes
52,19157,13,Male,Finance,Analyst,9,4,3,0,No,No
28,11766,16,Male,Sales,Executive,1,3,4,0,No,No
20,5979,2,Male,R&D,Executive,41,1,1,8,Yes,Yes
33,11941,12,Female,Sales,Engineer,8,4,4,2,No,No
30,5795,1,Male,Sales,Sales Rep,26,1,1,7,Yes,Yes
31,6922,6,Male,HR,Manager,1,3,3,2,No,No
26,7793,3,Male,Sales,Sales Rep,34,1,1,9,Yes,Yes
28,3740,3,Female,Finance,Executive,25,1,1,4,Yes,Yes
23,7527,1,Male,R&D,Sales Rep,45,1,1,6,Yes,Yes
24,6845,1,Female,HR,Sales Rep,34,1,1,9,Yes,Yes
37,7702,9,Female,Finance,Analyst,6,4,3,2,No,No
28,17279,18,Male,HR,Manager,12,4,4,2,No,No
31,16623,22,Female,HR,Manager,9,3,3,0,No,No
24,3017,2,Female,Sales,Analyst,46,1,1,5,Yes,Yes
53,15005,21,Female,Finance,Manager,14,4,3,1,No,No
45,10059,5,Female,R&D,Executive,3,4,4,1,No,No
24,5898,0,Female,Sales,Analyst,27,1,1,4,Yes,Yes
38,16878,18,Male,R&D,Analyst,9,4,3,0,No,No
21,3588,3,Female,R&D,Analyst,38,1,1,7,Yes,Yes
23,5664,1,Male,Finance,Executive,39,1,1,5,Yes,Yes
54,8194,13,Female,HR,Analyst,13,4,3,0,No,No
31,6475,7,Male,R&D,Analyst,9,4,4,1,No,No
21,4739,1,Male,Sales,Analyst,34,1,1,8,Yes,Yes
26,14914,18,Female,HR,Engineer,12,3,4,2,No,No
47,15486,22,Male,Sales,Engineer,7,3,4,0,No,No
52,14789,13,Female,R&D,Executive,9,3,3,0,No,No
23,5779,1,Female,Sales,Sales Rep,42,1,1,9,Yes,Yes
28,14626,15,Female,Finance,Analyst,14,4,3,1,No,No
47,17483,14,Female,HR,Analyst,5,3,3,1,No,No
35,16364,11,Female,Sales,Executive,9,4,4,1,No,No
42,15326,18,Female,R&D,Manager,1,4,3,1,No,No
30,17746,18,Male,R&D,Executive,3,3,3,2,No,No
34,6021,1,Female,Finance,Sales Rep,37,1,1,6,Yes,Yes
28,7457,1,Female,R&D,Sales Rep,45,1,1,5,Yes,Yes
25,5404,0,Male,HR,Sales Rep,27,1,1,4,Yes,Yes
22,7434,3,Male,HR,Sales Rep,25,1,1,4,Yes,Yes
46,19370,6,Female,Finance,Manager,9,3,4,1,No,No
37,12410,15,Male,R&D,Analyst,4,3,3,2,No,No
48,16914,8,Male,HR,Engineer,1,3,3,1,No,No
42,6785,18,Male,Finance,Engineer,14,4,3,1,No,No
51,16625,14,Female,R&D,Executive,1,4,4,1,No,No
52,7843,6,Female,R&D,Engineer,9,3,4,1,No,No
34,10597,18,Female,R&D,Manager,6,3,4,2,No,No
30,5053,0,Female,Finance,Executive,30,1,1,6,Yes,Yes
36,9490,15,Male,HR,Analyst,9,3,3,1,No,No
25,3505,1,Male,Sales,Analyst,41,1,1,7,Yes,Yes
48,10175,16,Female,Finance,Engineer,1,4,3,1,No,No
37,8162,24,Male,Finance,Executive,7,3,3,1,No,No
26,4894,0,Male,R&D,Executive,47,1,1,8,Yes,Yes
51,13166,22,Male,R&D,Engineer,1,3,4,2,No,No
30,5532,2,Male,Sales,Analyst,46,1,1,5,Yes,Yes
32,3901,1,Male,Finance,Executive,49,1,1,4,Yes,Yes
50,10535,6,Female,R&D,Manager,5,3,3,0,No,No
29,6369,1,Female,R&D,Analyst,44,1,1,7,Yes,Yes
32,13098,24,Male,HR,Manager,7,3,3,1,No,No
45,19960,15,Male,Sales,Analyst,11,4,4,2,No,No
23,5329,1,Female,HR,Executive,26,1,1,4,Yes,Yes
27,6974,3,Male,Sales,Executive,36,1,1,9,Yes,Yes
50,17410,16,Female,HR,Analyst,10,3,3,2,No,No
33,7414,1,Female,Sales,Analyst,45,1,1,4,Yes,Yes
32,6473,1,Male,R&D,Analyst,39,1,1,9,Yes,Yes
32,9022,7,Female,HR,Analyst,5,4,3,0,No,No
39,8620,11,Female,Sales,Manager,6,4,4,0,No,No
29,17701,8,Female,Sales,Analyst,2,4,4,0,No,No
32,5205,1,Male,HR,Executive,42,1,1,4,Yes,Yes
20,3036,0,Female,Finance,Sales Rep,44,1,1,8,Yes,Yes
39,19645,21,Male,Sales,Analyst,13,4,4,2,No,No
34,4824,3,Female,Sales,Executive,35,1,1,5,Yes,Yes
24,4270,3,Male,HR,Analyst,31,1,1,9,Yes,Yes
52,18838,6,Male,Sales,Engineer,10,3,3,0,No,No
34,7960,3,Female,R&D,Executive,49,1,1,9,Yes,Yes
25,4521,1,Male,HR,Executive,42,1,1,8,Yes,Yes
41,11938,22,Female,R&D,Analyst,11,3,3,1,No,No
34,6655,3,Female,R&D,Analyst,33,1,1,4,Yes,Yes
22,6391,2,Female,Finance,Analyst,44,1,1,9,Yes,Yes
23,4647,1,Female,Sales,Executive,37,1,1,7,Yes,Yes
29,4750,2,Male,R&D,Analyst,30,1,1,4,Yes,Yes
32,5176,1,Male,Sales,Analyst,49,1,1,6,Yes,Yes
52,11182,10,Male,Finance,Manager,13,4,3,2,No,No
47,19355,4,Male,HR,Manager,13,3,4,2,No,No
24,3604,3,Male,HR,Analyst,47,1,1,6,Yes,Yes
28,12810,11,Male,Finance,Engineer,3,4,3,2,No,No
26,13823,3,Female,Finance,Analyst,1,4,3,2,No,No
30,6808,0,Female,Sales,Sales Rep,44,1,1,4,Yes,Yes
38,7466,19,Female,R&D,Analyst,3,4,3,0,No,No
52,14056,24,Female,Sales,Executive,10,3,4,1,No,No
23,5787,1,Female,Finance,Analyst,42,1,1,5,Yes,Yes
20,6515,0,Female,Sales,Executive,48,1,1,8,Yes,Yes
36,13645,16,Male,HR,Analyst,3,3,3,1,No,No
27,5096,0,Male,Sales,Analyst,27,1,1,4,Yes,Yes
35,13797,4,Female,R&D,Executive,11,3,3,1,No,No
39,7867,12,Male,R&D,Executive,6,4,4,2,No,No
22,5804,2,Female,HR,Sales Rep,48,1,1,6,Yes,Yes
25,6867,3,Male,HR,Sales Rep,40,1,1,8,Yes,Yes
28,4112,2,Female,HR,Sales Rep,28,1,1,8,Yes,Yes
20,4590,2,Female,Finance,Analyst,26,1,1,7,Yes,Yes
25,3004,3,Male,Sales,Analyst,30,1,1,5,Yes,Yes
37,16973,8,Male,Finance,Analyst,9,3,3,0,No,No
32,7483,2,Female,Sales,Analyst,32,1,1,6,Yes,Yes
32,14388,7,Female,Sales,Executive,5,3,4,1,No,No
25,7972,0,Female,R&D,Executive,44,1,1,8,Yes,Yes
26,11138,22,Female,R&D,Engineer,1,4,4,1,No,No
30,8372,18,Female,Finance,Analyst,13,4,3,2,No,No
22,5412,2,Male,Sales,Sales Rep,40,1,1,4,Yes,Yes
48,11651,17,Male,Sales,Executive,8,3,4,0,No,No
25,3436,1,Male,Finance,Executive,46,1,1,8,Yes,Yes
44,16774,4,Female,Sales,Executive,9,4,4,1,No,No
31,7231,2,Male,Sales,Executive,37,1,1,4,Yes,Yes
45,10571,12,Male,HR,Executive,13,3,3,1,No,No
48,6160,11,Male,Finance,Engineer,7,3,3,0,No,No
32,5743,2,Male,R&D,Analyst,49,1,1,6,Yes,Yes
33,8343,19,Male,Sales,Manager,11,4,4,0,No,No
34,3390,2,Female,HR,Executive,29,1,1,6,Yes,Yes
31,17110,12,Female,Sales,Analyst,2,3,3,1,No,No
21,5576,0,Male,HR,Analyst,37,1,1,5,Yes,Yes
52,14497,19,Male,R&D,Analyst,7,3,4,0,No,No
47,12086,18,Male,Finance,Analyst,13,3,4,2,No,No
49,6823,3,Female,Sales,Engineer,10,4,3,0,No,No
49,14236,8,Male,HR,Engineer,9,4,3,2,No,No
28,4337,0,Female,R&D,Sales Rep,33,1,1,4,Yes,Yes
29,7880,0,Female,Sales,Sales Rep,35,1,1,6,Yes,Yes
52,15708,3,Male,R&D,Analyst,11,4,4,2,No,No
26,4646,1,Male,Sales,Analyst,39,1,1,6,Yes,Yes
21,3724,1,Female,Sales,Analyst,38,1,1,5,Yes,Yes
39,15776,5,Female,HR,Manager,7,3,3,1,No,No
28,17237,20,Female,Sales,Executive,3,4,4,0,No,No
21,6570,1,Male,Sales,Executive,33,1,1,5,Yes,Yes
48,14092,9,Female,Sales,Engineer,2,4,4,2,No,No
50,17047,12,Male,Finance,Analyst,14,3,3,0,No,No
43,8486,9,Female,HR,Executive,7,3,3,0,No,No
43,13446,11,Female,HR,Engineer,1,4,4,1,No,No
27,6177,2,Male,HR,Analyst,31,1,1,6,Yes,Yes
31,7721,2,Female,Finance,Sales Rep,28,1,1,9,Yes,Yes
46,11998,23,Female,HR,Manager,1,3,3,1,No,No
20,6123,1,Female,Sales,Sales Rep,39,1,1,9,Yes,Yes
23,7715,2,Male,HR,Analyst,48,1,1,4,Yes,Yes
34,6836,0,Female,HR,Executive,33,1,1,8,Yes,Yes
28,14262,9,Female,HR,Analyst,8,4,4,1,No,No
21,7059,1,Female,Finance,Executive,36,1,1,5,Yes,Yes
27,7582,19,Female,R&D,Executive,13,4,3,1,No,No
42,11701,6,Male,HR,Executive,12,3,3,1,No,No
31,4947,0,Female,Sales,Executive,27,1,1,6,Yes,Yes
30,3647,2,Female,HR,Executive,35,1,1,8,Yes,Yes
48,9289,15,Female,HR,Manager,2,3,3,2,No,No
27,6026,0,Male,Sales,Analyst,48,1,1,5,Yes,Yes
42,13123,8,Male,Sales,Manager,9,3,3,1,No,No
27,13644,24,Male,Finance,Analyst,4,4,4,2,No,No
29,5878,0,Female,HR,Sales Rep,43,1,1,5,Yes,Yes
34,7076,11,Male,Finance,Analyst,2,3,3,0,No,No
29,7261,23,Male,Finance,Executive,9,3,4,2,No,No
29,4557,0,Male,HR,Analyst,46,1,1,4,Yes,Yes
25,6179,2,Male,R&D,Analyst,34,1,1,7,Yes,Yes
28,4185,1,Female,Sales,Sales Rep,42,1,1,8,Yes,Yes
34,4269,3,Male,R&D,Analyst,44,1,1,5,Yes,Yes
22,5991,1,Male,HR,Analyst,29,1,1,9,Yes,Yes
49,9721,24,Female,Sales,Executive,13,4,3,0,No,No
33,9254,19,Male,Sales,Executive,12,3,3,1,No,No
36,7510,24,Male,R&D,Manager,5,4,3,2,No,No
35,11780,9,Female,Sales,Executive,14,3,4,1,No,No
42,14313,17,Female,Sales,Engineer,9,4,4,2,No,No
26,5352,1,Female,Finance,Sales Rep,40,1,1,6,Yes,Yes
31,12685,20,Male,R&D,Manager,5,3,3,2,No,No
29,6588,18,Male,Sales,Executive,6,3,3,0,No,No
32,9718,20,Female,HR,Executive,10,3,3,2,No,No
30,10936,9,Male,HR,Analyst,2,4,4,1,No,No
38,12941,24,Female,Sales,Manager,10,3,3,2,No,No
20,7602,2,Female,R&D,Sales Rep,32,1,1,4,Yes,Yes
34,7088,0,Female,HR,Sales Rep,42,1,1,4,Yes,Yes
40,18958,7,Female,R&D,Executive,9,4,4,2,No,No
33,4545,3,Male,HR,Sales Rep,48,1,1,9,Yes,Yes
32,3336,3,Female,Finance,Sales Rep,48,1,1,4,Yes,Yes
22,3561,3,Male,Finance,Sales Rep,31,1,1,4,Yes,Yes
21,7530,0,Female,HR,Sales Rep,46,1,1,9,Yes,Yes
43,6256,13,Female,Sales,Analyst,7,3,3,1,No,No
26,3344,1,Male,Finance,Executive,38,1,1,7,Yes,Yes
33,4827,0,Male,HR,Sales Rep,48,1,1,4,Yes,Yes
24,4508,2,Female,HR,Executive,32,1,1,9,Yes,Yes
37,15785,5,Male,R&D,Executive,7,3,4,0,No,No
28,4339,0,Female,HR,Sales Rep,25,1,1,6,Yes,Yes
32,7690,6,Male,Finance,Analyst,1,4,3,0,No,No
33,6627,1,Male,R&D,Sales Rep,49,1,1,6,Yes,Yes
33,7167,3,Female,HR,Sales Rep,26,1,1,7,Yes,Yes
29,7799,2,Female,Finance,Sales Rep,28,1,1,9,Yes,Yes
32,3528,3,Female,Sales,Executive,43,1,1,6,Yes,Yes
25,7837,3,Female,R&D,Analyst,46,1,1,4,Yes,Yes
40,17410,18,Male,HR,Analyst,14,3,3,1,No,No
29,3390,2,Male,Finance,Analyst,26,1,1,5,Yes,Yes
28,5421,2,Male,Sales,Executive,40,1,1,4,Yes,Yes
28,5169,3,Male,R&D,Analyst,27,1,1,6,Yes,Yes
46,9215,20,Male,Sales,Analyst,9,4,4,0,No,No
44,11523,4,Female,HR,Analyst,4,3,4,1,No,No
53,19938,9,Female,R&D,Manager,6,4,3,1,No,No
37,9689,14,Female,R&D,Engineer,6,4,3,2,No,No
53,12442,9,Male,Sales,Engineer,5,4,4,2,No,No
38,7908,13,Male,HR,Analyst,3,3,3,1,No,No
51,10038,23,Male,Finance,Manager,11,3,4,0,No,No
33,5381,0,Male,Sales,Executive,36,1,1,6,Yes,Yes
51,13559,8,Female,HR,Analyst,3,4,4,0,No,No
31,10561,9,Female,R&D,Analyst,6,3,4,1,No,No
49,7924,16,Female,Finance,Engineer,9,4,4,1,No,No
29,5537,1,Female,R&D,Executive,28,1,1,4,Yes,Yes
26,5206,3,Male,Sales,Sales Rep,32,1,1,4,Yes,Yes
30,3804,0,Female,Finance,Analyst,26,1,1,7,Yes,Yes
31,3500,1,Male,R&D,Sales Rep,33,1,1,6,Yes,Yes
21,4305,3,Female,Finance,Sales Rep,43,1,1,9,Yes,Yes
50,16599,21,Male,Finance,Analyst,9,4,3,0,No,No
47,12768,21,Female,Sales,Manager,9,4,3,2,No,No
25,7452,0,Male,R&D,Executive,46,1,1,6,Yes,Yes
49,9255,4,Female,Finance,Engineer,11,3,3,1,No,No
48,17194,15,Female,Finance,Analyst,10,3,4,1,No,No
40,16893,14,Male,Finance,Executive,12,4,4,2,No,No
25,5774,3,Male,Sales,Analyst,29,1,1,5,Yes,Yes
29,7661,2,Male,HR,Executive,42,1,1,8,Yes,Yes
44,19016,16,Female,Sales,Engineer,5,3,4,0,No,No
26,8156,11,Male,R&D,Engineer,10,4,4,1,No,No
38,8179,12,Female,Finance,Engineer,4,3,3,0,No,No
46,11923,8,Female,Finance,Executive,9,4,3,0,No,No
30,11408,23,Female,HR,Analyst,4,4,3,2,No,No
30,17144,14,Male,Sales,Analyst,3,4,3,2,No,No
54,17111,8,Female,R&D,Executive,10,4,3,1,No,No
52,7897,4,Female,Finance,Engineer,7,3,3,2,No,No
41,9484,6,Female,R&D,Executive,1,3,3,2,No,No
40,9163,21,Female,HR,Analyst,14,3,3,1,No,No
23,5023,1,Female,R&D,Analyst,32,1,1,8,Yes,Yes
38,12506,17,Female,Sales,Engineer,10,4,3,2,No,No
53,11412,5,Female,Finance,Executive,4,4,4,1,No,No
48,19596,3,Male,Sales,Executive,11,4,4,2,No,No
27,4423,2,Female,Finance,Executive,25,1,1,8,Yes,Yes
45,17055,6,Male,Sales,Manager,6,3,4,2,No,No
47,6241,9,Female,HR,Executive,5,3,3,1,No,No
34,7913,2,Male,Finance,Analyst,49,1,1,8,Yes,Yes
24,6546,2,Female,Sales,Sales Rep,25,1,1,7,Yes,Yes
40,8153,18,Male,HR,Executive,3,3,3,2,No,No
22,6566,1,Male,Sales,Executive,36,1,1,4,Yes,Yes
42,18445,10,Male,Finance,Manager,9,4,4,2,No,No
22,6001,3,Male,Sales,Executive,32,1,1,7,Yes,Yes
25,7716,3,Male,HR,Sales Rep,30,1,1,5,Yes,Yes
29,16699,3,Male,R&D,Executive,10,3,4,0,No,No
51,18439,8,Female,Sales,Engineer,4,3,3,2,No,No
29,3170,3,Male,R&D,Sales Rep,48,1,1,9,Yes,Yes
28,5580,3,Male,R&D,Executive,32,1,1,5,Yes,Yes
23,6533,1,Male,R&D,Sales Rep,49,1,1,7,Yes,Yes
26,16900,15,Female,Sales,Engineer,10,3,3,1,No,No
21,4968,1,Female,Sales,Executive,29,1,1,7,Yes,Yes
46,9420,24,Male,Finance,Engineer,10,4,4,1,No,No
33,14734,9,Female,HR,Engineer,14,3,4,0,No,No
28,7370,3,Male,Finance,Analyst,31,1,1,8,Yes,Yes
39,10792,13,Female,Sales,Manager,6,3,4,0,No,No
51,6483,8,Female,Sales,Analyst,6,4,3,0,No,No
54,19696,10,Male,HR,Manager,2,3,4,0,No,No
45,16623,22,Female,Sales,Manager,4,3,4,2,No,No
34,5627,1,Male,Finance,Executive,34,1,1,5,Yes,Yes
22,3099,3,Male,HR,Executive,25,1,1,7,Yes,Yes
29,12092,15,Male,Sales,Executive,5,3,3,1,No,No
31,8707,15,Male,HR,Analyst,7,4,3,0,No,No
31,16693,11,Female,R&D,Manager,8,3,3,2,No,No
25,6689,5,Male,Sales,Manager,7,4,3,1,No,No
53,16172,12,Male,R&D,Engineer,1,4,3,1,No,No
30,6281,24,Male,Finance,Executive,4,4,4,2,No,No
51,19300,15,Male,HR,Analyst,5,4,4,0,No,No
29,5766,0,Female,HR,Analyst,30,1,1,4,Yes,Yes
26,7093,11,Male,R&D,Analyst,9,4,4,0,No,No
40,11505,7,Male,Sales,Executive,3,3,3,2,No,No
45,11281,6,Male,Finance,Manager,10,4,4,2,No,No
25,8297,15,Male,R&D,Manager,13,3,4,2,No,No
36,10628,7,Male,R&D,Analyst,14,3,4,0,No,No
34,4575,0,Male,HR,Sales Rep,48,1,1,5,Yes,Yes
29,3568,2,Male,Finance,Analyst,49,1,1,5,Yes,Yes
35,15576,3,Male,HR,Engineer,11,4,3,0,No,No
43,19591,15,Female,HR,Analyst,2,4,4,1,No,No
47,14035,11,Female,R&D,Analyst,9,4,4,1,No,No
44,6149,8,Female,R&D,Manager,6,3,3,2,No,No
47,11489,23,Female,R&D,Manager,13,3,3,0,No,No
38,18436,13,Female,Sales,Analyst,8,4,4,0,No,No
30,6332,2,Male,R&D,Executive,30,1,1,5,Yes,Yes
50,7976,11,Female,Sales,Executive,6,4,4,1,No,No
53,7069,23,Female,Finance,Analyst,9,3,4,0,No,No
24,5228,0,Female,Finance,Sales Rep,49,1,1,5,Yes,Yes
38,18485,4,Male,HR,Manager,5,4,4,0,No,No
27,10070,9,Female,R&D,Executive,14,3,3,0,No,No
24,6769,0,Male,Finance,Executive,43,1,1,6,Yes,Yes
21,6976,2,Female,Sales,Executive,37,1,1,8,Yes,Yes
20,3409,1,Male,R&D,Sales Rep,43,1,1,5,Yes,Yes
28,6573,0,Female,HR,Sales Rep,47,1,1,6,Yes,Yes
33,3046,3,Male,Sales,Sales Rep,39,1,1,4,Yes,Yes
44,15427,13,Female,Sales,Manager,9,3,3,1,No,No
27,13842,22,Male,Finance,Analyst,3,3,3,0,No,No
34,7892,0,Female,Finance,Sales Rep,49,1,1,4,Yes,Yes
32,3824,3,Female,HR,Executive,26,1,1,4,Yes,Yes
54,13674,15,Male,HR,Manager,10,4,3,0,No,No
26,16375,6,Male,R&D,Engineer,11,4,4,1,No,No
27,16195,8,Male,Sales,Executive,1,3,4,0,No,No
26,5283,2,Female,HR,Analyst,40,1,1,7,Yes,Yes
35,13408,9,Male,HR,Engineer,2,3,4,2,No,No
30,9869,13,Female,Finance,Analyst,6,4,4,2,No,No
32,9809,10,Male,Sales,Analyst,3,3,3,0,No,No
34,3989,3,Female,Finance,Analyst,45,1,1,6,Yes,Yes
31,9872,14,Male,R&D,Analyst,9,4,4,1,No,No
33,5502,1,Female,Finance,Executive,46,1,1,5,Yes,Yes
27,5995,3,Male,HR,Executive,34,1,1,5,Yes,Yes
28,4806,1,Male,HR,Analyst,26,1,1,4,Yes,Yes
31,4886,1,Male,R&D,Executive,26,1,1,4,Yes,Yes
32,6758,0,Male,Sales,Analyst,27,1,1,7,Yes,Yes
49,13347,19,Female,Finance,Executive,13,4,3,1,No,No
34,3006,0,Female,Finance,Analyst,42,1,1,6,Yes,Yes
20,3438,0,Male,Sales,Sales Rep,35,1,1,6,Yes,Yes
26,12280,13,Female,R&D,Executive,7,4,4,1,No,No
35,14850,13,Female,Finance,Engineer,12,3,3,0,No,No
36,7676,15,Female,R&D,Manager,6,4,3,2,No,No
35,12981,20,Female,Sales,Engineer,4,3,4,1,No,No
27,3467,1,Female,HR,Analyst,48,1,1,4,Yes,Yes
34,3282,1,Female,Finance,Executive,33,1,1,6,Yes,Yes
36,17772,12,Male,Sales,Engineer,2,4,4,0,No,No
21,6649,0,Male,Finance,Executive,45,1,1,8,Yes,Yes
44,11467,11,Female,Finance,Executive,9,4,3,2,No,No
45,11056,19,Male,HR,Executive,1,4,3,2,No,No
25,6214,0,Male,Finance,Sales Rep,29,1,1,8,Yes,Yes
24,5213,1,Female,Finance,Sales Rep,27,1,1,8,Yes,Yes
20,5414,3,Female,R&D,Sales Rep,41,1,1,9,Yes,Yes
39,10642,17,Male,Sales,Manager,3,3,3,1,No,No
46,6338,15,Female,HR,Manager,11,3,4,1,No,No
34,17730,23,Female,Finance,Executive,11,3,3,2,No,No
52,8609,5,Female,R&D,Manager,8,3,4,0,No,No
21,5377,2,Female,Sales,Executive,43,1,1,6,Yes,Yes
30,16514,20,Female,Finance,Executive,5,3,3,2,No,No
31,7920,1,Female,R&D,Analyst,48,1,1,8,Yes,Yes
24,4307,3,Female,R&D,Executive,49,1,1,8,Yes,Yes
52,16296,8,Female,Finance,Analyst,8,4,4,2,No,No
22,7097,1,Female,Sales,Sales Rep,42,1,1,4,Yes,Yes
28,3511,3,Female,Sales,Analyst,39,1,1,9,Yes,Yes
54,13311,10,Male,HR,Manager,14,3,3,1,No,No
27,5717,2,Female,HR,Analyst,43,1,1,9,Yes,Yes
29,4680,1,Female,HR,Analyst,42,1,1,5,Yes,Yes
37,19703,7,Male,Finance,Manager,13,3,3,0,No,No
20,6086,1,Female,R&D,Analyst,28,1,1,9,Yes,Yes
41,9837,24,Male,Finance,Engineer,14,4,4,2,No,No
27,8102,17,Female,HR,Manager,10,4,4,1,No,No
31,7241,1,Female,HR,Analyst,49,1,1,8,Yes,Yes
46,7966,23,Female,HR,Manager,11,4,4,1,No,No
45,16403,15,Female,Sales,Engineer,4,4,4,0,No,No
20,4540,3,Female,Sales,Analyst,44,1,1,9,Yes,Yes
48,12771,15,Male,Finance,Engineer,5,4,3,0,No,No
21,7029,2,Female,R&D,Sales Rep,42,1,1,9,Yes,Yes
51,6656,3,Male,Finance,Analyst,13,4,3,0,No,No
21,7291,0,Female,R&D,Sales Rep,35,1,1,8,Yes,Yes
46,17063,13,Male,Finance,Manager,14,4,4,1,No,No
38,10674,13,Male,HR,Executive,4,3,3,1,No,No
30,7372,1,Male,Finance,Sales Rep,37,1,1,5,Yes,Yes
25,4721,1,Male,Finance,Executive,40,1,1,4,Yes,Yes
27,7946,1,Female,HR,Sales Rep,40,1,1,6,Yes,Yes
22,3087,3,Female,Sales,Sales Rep,39,1,1,4,Yes,Yes
35,6689,17,Male,Finance,Executive,9,3,3,0,No,No
29,5508,2,Male,Sales,Analyst,26,1,1,4,Yes,Yes
25,7740,1,Female,R&D,Executive,47,1,1,9,Yes,Yes
24,5290,1,Male,Sales,Sales Rep,35,1,1,5,Yes,Yes
37,7939,19,Male,Finance,Executive,1,3,3,1,No,No
28,17364,17,Male,Sales,Executive,8,4,3,0,No,No
28,19693,22,Male,R&D,Executive,10,3,3,2,No,No
33,13690,19,Male,HR,Executive,7,4,3,0,No,No
31,11618,8,Male,Finance,Engineer,1,4,4,0,No,No
25,15477,21,Female,R&D,Analyst,1,3,3,0,No,No
25,4883,3,Female,Finance,Sales Rep,26,1,1,7,Yes,Yes
48,16326,5,Female,Finance,Executive,5,4,4,1,No,No
34,3376,1,Female,Sales,Sales Rep,41,1,1,8,Yes,Yes
47,19560,11,Female,Sales,Manager,6,4,4,0,No,No
54,12687,24,Male,R&D,Manager,3,4,4,2,No,No
30,7048,15,Male,HR,Analyst,5,4,4,0,No,No
50,15860,11,Male,R&D,Engineer,11,4,3,1,No,No
32,4452,3,Male,Finance,Executive,37,1,1,7,Yes,Yes
42,15711,12,Female,R&D,Manager,7,4,3,1,No,No
38,12359,13,Female,HR,Executive,13,3,4,1,No,No
53,11136,6,Male,Finance,Executive,12,3,3,1,No,No
42,16371,22,Male,Finance,Engineer,12,4,3,2,No,No
26,7651,0,Female,Finance,Sales Rep,25,1,1,9,Yes,Yes
24,4460,1,Male,R&D,Executive,37,1,1,4,Yes,Yes
38,10655,17,Male,Sales,Manager,10,3,3,1,No,No
42,11183,18,Male,Sales,Manager,3,3,3,1,No,No
35,15487,15,Female,R&D,Analyst,5,3,3,0,No,No
46,8382,10,Male,HR,Manager,13,4,3,0,No,No
23,4639,2,Male,HR,Analyst,38,1,1,6,Yes,Yes
30,7676,1,Male,Finance,Sales Rep,38,1,1,8,Yes,Yes
32,5352,3,Male,Finance,Sales Rep,37,1,1,9,Yes,Yes
50,17261,7,Male,Sales,Analyst,13,3,4,1,No,No
34,5606,3,Male,R&D,Sales Rep,30,1,1,5,Yes,Yes
49,6053,24,Male,R&D,Engineer,5,3,3,1,No,No
32,8976,22,Male,R&D,Engineer,7,3,4,0,No,No
40,18627,10,Male,Finance,Manager,3,3,3,0,No,No
32,5357,3,Male,R&D,Sales Rep,49,1,1,8,Yes,Yes
40,10033,15,Female,Finance,Manager,3,3,3,2,No,No
29,6314,1,Male,HR,Executive,47,1,1,7,Yes,Yes
30,5903,3,Female,Sales,Sales Rep,46,1,1,6,Yes,Yes
31,6171,2,Male,Sales,Executive,47,1,1,8,Yes,Yes
31,6256,0,Male,HR,Analyst,32,1,1,9,Yes,Yes
31,3540,1,Female,HR,Sales Rep,39,1,1,4,Yes,Yes
40,7650,16,Female,HR,Executive,9,4,4,2,No,No
24,4716,3,Male,Finance,Executive,32,1,1,5,Yes,Yes
46,14839,17,Female,Sales,Analyst,10,4,3,1,No,No
34,18206,21,Female,Sales,Manager,1,3,3,0,No,No
30,6619,22,Female,HR,Engineer,9,3,3,1,No,No
29,7374,2,Male,R&D,Executive,46,1,1,5,Yes,Yes
20,5156,0,Male,R&D,Analyst,45,1,1,8,Yes,Yes
33,6747,3,Male,Sales,Analyst,47,1,1,5,Yes,Yes
34,11047,6,Female,R&D,Engineer,7,4,3,0,No,No
37,7872,19,Female,Sales,Analyst,9,4,4,2,No,No
39,17531,11,Female,Finance,Engineer,13,3,4,2,No,No
28,7804,19,Female,HR,Analyst,5,4,3,0,No,No
21,3177,0,Male,Sales,Sales Rep,34,1,1,7,Yes,Yes
44,16687,6,Female,Sales,Analyst,5,3,3,2,No,No
33,3546,1,Male,Finance,Analyst,27,1,1,9,Yes,Yes
23,6558,2,Male,Finance,Sales Rep,45,1,1,8,Yes,Yes
27,3399,1,Male,HR,Executive,46,1,1,6,Yes,Yes
24,6443,2,Female,Sales,Analyst,32,1,1,8,Yes,Yes
32,4841,3,Female,R&D,Analyst,25,1,1,9,Yes,Yes
24,5639,3,Female,Sales,Analyst,25,1,1,4,Yes,Yes
22,4923,2,Male,R&D,Executive,28,1,1,4,Yes,Yes
33,7343,3,Male,R&D,Executive,45,1,1,6,Yes,Yes
